地图名称：Denver_0_1024.map
算例总数：3680


序号		方法		耗时(微秒)		基准长度		长度		找到解		无效解		最优解		预处理耗时(微秒)		
Seq.		Method		Time(us)		Ben.Len.		Len.		Solved		Invalid		Opt 		Pre.Map(us)		

1		A*		58107		2.82843		2.8286		1		0		1		0		
1		Dijkstra		58360		2.82843		2.8286		1		0		1		0		
1		JPS		20106		2.82843		2.8286		1		0		1		0		
1		EDG*		9		2.82843		2.82843		1		0		1		138579		


2		A*		57978		2.41421		2.4143		1		0		1		0		
2		Dijkstra		58322		2.41421		2.4143		1		0		1		0		
2		JPS		2547		2.41421		2.4143		1		0		1		0		
2		EDG*		8		2.41421		2.23607		1		0		1		0		


3		A*		60760		3.82843		3.8286		1		0		1		0		
3		Dijkstra		63898		3.82843		3.8286		1		0		1		0		
3		JPS		17027		3.82843		3.8286		1		0		1		0		
3		EDG*		12		3.82843		3.60555		1		0		1		0		


4		A*		67229		3.82843		3.8286		1		0		1		0		
4		Dijkstra		67148		3.82843		3.8286		1		0		1		0		
4		JPS		27962		3.82843		3.8286		1		0		1		0		
4		EDG*		10		3.82843		3.60555		1		0		1		0		


5		A*		60735		3.41421		3.4143		1		0		1		0		
5		Dijkstra		60971		3.41421		3.4143		1		0		1		0		
5		JPS		1290		3.41421		3.4143		1		0		1		0		
5		EDG*		10		3.41421		3.16228		1		0		1		0		


6		A*		59570		3		3		1		0		1		0		
6		Dijkstra		58295		3		3		1		0		1		0		
6		JPS		8778		3		3		1		0		1		0		
6		EDG*		10		3		3		1		0		1		0		


7		A*		58109		2.41421		2.4143		1		0		1		0		
7		Dijkstra		58098		2.41421		2.4143		1		0		1		0		
7		JPS		367		2.41421		2.4143		1		0		1		0		
7		EDG*		9		2.41421		2.23607		1		0		1		0		


8		A*		58838		2.41421		2.4143		1		0		1		0		
8		Dijkstra		59008		2.41421		2.4143		1		0		1		0		
8		JPS		2368		2.41421		2.4143		1		0		1		0		
8		EDG*		9		2.41421		2.23607		1		0		1		0		


9		A*		57844		0		0		1		0		0		0		
9		Dijkstra		58028		0		0		1		0		0		0		
9		JPS		8		0		0		1		0		0		0		
9		EDG*		3		0		0		1		0		1		0		


10		A*		58102		2.82843		2.8286		1		0		1		0		
10		Dijkstra		58262		2.82843		2.8286		1		0		1		0		
10		JPS		9101		2.82843		2.8286		1		0		1		0		
10		EDG*		9		2.82843		2.82843		1		0		1		0		


11		A*		58178		6.41421		6.4143		1		0		1		0		
11		Dijkstra		59718		6.41421		6.4143		1		0		1		0		
11		JPS		5702		6.41421		6.4143		1		0		1		0		
11		EDG*		13		6.41421		6.08276		1		0		1		0		


12		A*		58181		7.24264		7.2429		1		0		1		0		
12		Dijkstra		59570		7.24264		7.2429		1		0		1		0		
12		JPS		3146		7.24264		7.2429		1		0		1		0		
12		EDG*		12		7.24264		6.7082		1		0		1		0		


13		A*		58923		4.41421		4.4143		1		0		1		0		
13		Dijkstra		59270		4.41421		4.4143		1		0		1		0		
13		JPS		3452		4.41421		4.4143		1		0		1		0		
13		EDG*		11		4.41421		4.12311		1		0		1		0		


14		A*		57999		4.82843		4.8286		1		0		1		0		
14		Dijkstra		58752		4.82843		4.8286		1		0		1		0		
14		JPS		5859		4.82843		4.8286		1		0		1		0		
14		EDG*		11		4.82843		4.47214		1		0		1		0		


15		A*		58071		4.82843		4.8286		1		0		1		0		
15		Dijkstra		59396		4.82843		4.8286		1		0		1		0		
15		JPS		5282		4.82843		4.8286		1		0		1		0		
15		EDG*		11		4.82843		4.47214		1		0		1		0		


16		A*		58668		4		4		1		0		1		0		
16		Dijkstra		58832		4		4		1		0		1		0		
16		JPS		7091		4		4		1		0		1		0		
16		EDG*		10		4		4		1		0		1		0		


17		A*		58273		6.65685		6.6572		1		0		1		0		
17		Dijkstra		59920		6.65685		6.6572		1		0		1		0		
17		JPS		6438		6.65685		6.6572		1		0		1		0		
17		EDG*		17		6.65685		6.40312		1		0		1		0		


18		A*		58458		7.82843		7.8286		1		0		1		0		
18		Dijkstra		60412		7.82843		7.8286		1		0		1		0		
18		JPS		17308		7.82843		7.8286		1		0		1		0		
18		EDG*		13		7.82843		7.28011		1		0		1		0		


19		A*		58003		4.24264		4.2429		1		0		1		0		
19		Dijkstra		58758		4.24264		4.2429		1		0		1		0		
19		JPS		10131		4.24264		4.2429		1		0		1		0		
19		EDG*		10		4.24264		4.24264		1		0		1		0		


20		A*		58208		7.07107		7.0715		1		0		1		0		
20		Dijkstra		59874		7.07107		7.0715		1		0		1		0		
20		JPS		10673		7.07107		7.0715		1		0		1		0		
20		EDG*		12		7.07107		7.07107		1		0		1		0		


21		A*		60438		8		8		1		0		1		0		
21		Dijkstra		59941		8		8		1		0		1		0		
21		JPS		27744		8		8		1		0		1		0		
21		EDG*		14		8		8		1		0		1		0		


22		A*		58107		10.2426		10.2429		1		0		1		0		
22		Dijkstra		63301		10.2426		10.2429		1		0		1		0		
22		JPS		4514		10.2426		10.2429		1		0		1		0		
22		EDG*		15		10.2426		9.48683		1		0		1		0		


23		A*		58000		8.24264		8.2429		1		0		1		0		
23		Dijkstra		60399		8.24264		8.2429		1		0		1		0		
23		JPS		1073		8.24264		8.2429		1		0		1		0		
23		EDG*		17		8.24264		7.61577		1		0		1		0		


24		A*		58312		11.4853		11.4858		1		0		1		0		
24		Dijkstra		62268		11.4853		11.4858		1		0		1		0		
24		JPS		8776		11.4853		11.4858		1		0		1		0		
24		EDG*		15		11.4853		10.8167		1		0		1		0		


25		A*		58555		11.2426		11.2429		1		0		1		0		
25		Dijkstra		60793		11.2426		11.2429		1		0		1		0		
25		JPS		3954		11.2426		11.2429		1		0		1		0		
25		EDG*		15		11.2426		10.4403		1		0		1		0		


26		A*		58358		8.65685		8.6572		1		0		1		0		
26		Dijkstra		60346		8.65685		8.6572		1		0		1		0		
26		JPS		8877		8.65685		8.6572		1		0		1		0		
26		EDG*		14		8.65685		8.06226		1		0		1		0		


27		A*		58244		8.82843		8.8286		1		0		1		0		
27		Dijkstra		61578		8.82843		8.8286		1		0		1		0		
27		JPS		5060		8.82843		8.8286		1		0		1		0		
27		EDG*		14		8.82843		8.24621		1		0		1		0		


28		A*		58200		9.41421		9.4143		1		0		1		0		
28		Dijkstra		60986		9.41421		9.4143		1		0		1		0		
28		JPS		2460		9.41421		9.4143		1		0		1		0		
28		EDG*		14		9.41421		9.05539		1		0		1		0		


29		A*		58175		8.41421		8.4143		1		0		1		0		
29		Dijkstra		60340		8.41421		8.4143		1		0		1		0		
29		JPS		792		8.41421		8.4143		1		0		1		0		
29		EDG*		14		8.41421		8.06226		1		0		1		0		


30		A*		60558		11.3137		11.3144		1		0		1		0		
30		Dijkstra		62138		11.3137		11.3144		1		0		1		0		
30		JPS		2606		11.3137		11.3144		1		0		1		0		
30		EDG*		14		11.3137		11.3137		1		0		1		0		


31		A*		84095		15.3137		15.3144		1		0		1		0		
31		Dijkstra		65217		15.3137		15.3144		1		0		1		0		
31		JPS		2805		15.3137		15.3144		1		0		1		0		
31		EDG*		16		15.3137		14.4222		1		0		1		0		


32		A*		60761		14.1421		14.143		1		0		1		0		
32		Dijkstra		64143		14.1421		14.143		1		0		1		0		
32		JPS		12570		14.1421		14.143		1		0		1		0		
32		EDG*		15		14.1421		14.1421		1		0		1		0		


33		A*		58098		13.2426		13.2429		1		0		1		0		
33		Dijkstra		64305		13.2426		13.2429		1		0		1		0		
33		JPS		11427		13.2426		13.2429		1		0		1		0		
33		EDG*		16		13.2426		12.3693		1		0		1		0		


34		A*		57993		14.4853		14.4858		1		0		1		0		
34		Dijkstra		64557		14.4853		14.4858		1		0		1		0		
34		JPS		3641		14.4853		14.4858		1		0		1		0		
34		EDG*		16		14.4853		13.4164		1		0		1		0		


35		A*		83715		15.7279		15.7287		1		0		1		0		
35		Dijkstra		66133		15.7279		15.7287		1		0		1		0		
35		JPS		25286		15.7279		15.7287		1		0		1		0		
35		EDG*		15		15.7279		15		1		0		1		0		


36		A*		58112		12.0711		12.0715		1		0		1		0		
36		Dijkstra		63894		12.0711		12.0715		1		0		1		0		
36		JPS		9307		12.0711		12.0715		1		0		1		0		
36		EDG*		15		12.0711		11.1803		1		0		1		0		


37		A*		58223		13.2426		13.2429		1		0		1		0		
37		Dijkstra		63544		13.2426		13.2429		1		0		1		0		
37		JPS		11042		13.2426		13.2429		1		0		1		0		
37		EDG*		16		13.2426		12.3693		1		0		1		0		


38		A*		58449		14.7279		14.7287		1		0		1		0		
38		Dijkstra		64607		14.7279		14.7287		1		0		1		0		
38		JPS		15511		14.7279		14.7287		1		0		1		0		
38		EDG*		16		14.7279		14.2127		1		0		1		0		


39		A*		58361		15.4853		15.4858		1		0		1		0		
39		Dijkstra		65549		15.4853		15.4858		1		0		1		0		
39		JPS		25449		15.4853		15.4858		1		0		1		0		
39		EDG*		16		15.4853		14.3178		1		0		1		0		


40		A*		58303		13.0711		13.0715		1		0		1		0		
40		Dijkstra		62906		13.0711		13.0715		1		0		1		0		
40		JPS		5084		13.0711		13.0715		1		0		1		0		
40		EDG*		16		13.0711		12.083		1		0		1		0		


41		A*		61103		19.5563		19.5573		1		0		1		0		
41		Dijkstra		69016		19.5563		19.5573		1		0		1		0		
41		JPS		5826		19.5563		19.5573		1		0		1		0		
41		EDG*		17		19.5563		18.6011		1		0		1		0		


42		A*		58629		19.8284		19.8286		1		0		1		0		
42		Dijkstra		66060		19.8284		19.8286		1		0		1		0		
42		JPS		1696		19.8284		19.8286		1		0		1		0		
42		EDG*		19		19.8284		19.105		1		0		1		0		


43		A*		58920		17		17		1		0		1		0		
43		Dijkstra		67435		17		17		1		0		1		0		
43		JPS		14578		17		17		1		0		1		0		
43		EDG*		19		17		17		1		0		1		0		


44		A*		58397		19		19		1		0		1		0		
44		Dijkstra		69385		19		19		1		0		1		0		
44		JPS		25052		19		19		1		0		1		0		
44		EDG*		19		19		19		1		0		1		0		


45		A*		58271		17.2426		17.2429		1		0		1		0		
45		Dijkstra		65647		17.2426		17.2429		1		0		1		0		
45		JPS		7695		17.2426		17.2429		1		0		1		0		
45		EDG*		17		17.2426		16.2788		1		0		1		0		


46		A*		58153		17.8995		17.9001		1		0		1		0		
46		Dijkstra		68089		17.8995		17.9001		1		0		1		0		
46		JPS		10471		17.8995		17.9001		1		0		1		0		
46		EDG*		17		17.8995		16.5529		1		0		1		0		


47		A*		58189		17.4142		17.4143		1		0		1		0		
47		Dijkstra		67305		17.4142		17.4143		1		0		1		0		
47		JPS		25736		17.4142		17.4143		1		0		1		0		
47		EDG*		20		17.4142		17.0294		1		0		1		0		


48		A*		58110		18.8284		18.8286		1		0		1		0		
48		Dijkstra		67867		18.8284		18.8286		1		0		1		0		
48		JPS		8334		18.8284		18.8286		1		0		1		0		
48		EDG*		18		18.8284		18.1108		1		0		1		0		


49		A*		58218		19.8995		19.9001		1		0		1		0		
49		Dijkstra		72660		19.8995		19.9001		1		0		1		0		
49		JPS		13989		19.8995		19.9001		1		0		1		0		
49		EDG*		18		19.8995		18.3848		1		0		1		0		


50		A*		60326		19.8995		19.9001		1		0		1		0		
50		Dijkstra		70067		19.8995		19.9001		1		0		1		0		
50		JPS		7569		19.8995		19.9001		1		0		1		0		
50		EDG*		18		19.8995		18.3848		1		0		1		0		


51		A*		58356		21.799		21.8002		1		0		1		0		
51		Dijkstra		72614		21.799		21.8002		1		0		1		0		
51		JPS		19249		21.799		21.8002		1		0		1		0		
51		EDG*		18		21.799		21.2603		1		0		1		0		


52		A*		80494		21.9706		21.9716		1		0		1		0		
52		Dijkstra		73888		21.9706		21.9716		1		0		1		0		
52		JPS		13331		21.9706		21.9716		1		0		1		0		
52		EDG*		18		21.9706		20.8087		1		0		1		0		


53		A*		58344		20.0711		20.0715		1		0		1		0		
53		Dijkstra		70009		20.0711		20.0715		1		0		1		0		
53		JPS		13668		20.0711		20.0715		1		0		1		0		
53		EDG*		18		20.0711		18.6815		1		0		1		0		


54		A*		58761		21.3848		21.3859		1		0		1		0		
54		Dijkstra		76945		21.3848		21.3859		1		0		1		0		
54		JPS		15393		21.3848		21.3859		1		0		1		0		
54		EDG*		18		21.3848		20.6155		1		0		1		0		


55		A*		58475		23.7279		23.7287		1		0		1		0		
55		Dijkstra		75500		23.7279		23.7287		1		0		1		0		
55		JPS		11024		23.7279		23.7287		1		0		1		0		
55		EDG*		19		23.7279		21.9317		1		0		1		0		


56		A*		58243		23.8284		23.8286		1		0		1		0		
56		Dijkstra		75339		23.8284		23.8286		1		0		1		0		
56		JPS		11531		23.8284		23.8286		1		0		1		0		
56		EDG*		31		23.8284		23.0868		1		0		1		0		


57		A*		58068		22.2132		22.2145		1		0		1		0		
57		Dijkstra		72893		22.2132		22.2145		1		0		1		0		
57		JPS		23180		22.2132		22.2145		1		0		1		0		
57		EDG*		25		22.2132		21.9317		1		0		1		0		


