地图名称：Shanghai_2_1024.map
算例总数：3720


序号		方法		耗时(微秒)		基准长度		长度		找到解		无效解		最优解		预处理耗时(微秒)		
Seq.		Method		Time(us)		Ben.Len.		Len.		Solved		Invalid		Opt 		Pre.Map(us)		

1		A*		60405		2.41421		2.4143		1		0		1		0		
1		Dijkstra		60247		2.41421		2.4143		1		0		1		0		
1		JPS		1610		2.41421		2.4143		1		0		1		0		
1		EDG*		8		2.41421		2.23607		1		0		1		93750		


2		A*		60363		2.41421		2.4143		1		0		1		0		
2		Dijkstra		60033		2.41421		2.4143		1		0		1		0		
2		JPS		10110		2.41421		2.4143		1		0		1		0		
2		EDG*		8		2.41421		2.23607		1		0		1		0		


3		A*		62587		3		3		1		0		1		0		
3		Dijkstra		60752		3		3		1		0		1		0		
3		JPS		11588		3		3		1		0		1		0		
3		EDG*		13		3		3		1		0		1		0		


4		A*		62642		2.82843		2.8286		1		0		1		0		
4		Dijkstra		68648		2.82843		2.8286		1		0		1		0		
4		JPS		5846		2.82843		2.8286		1		0		1		0		
4		EDG*		8		2.82843		2.82843		1		0		1		0		


5		A*		67661		1		1		1		0		1		0		
5		Dijkstra		62543		1		1		1		0		1		0		
5		JPS		10769		1		1		1		0		1		0		
5		EDG*		7		1		1		1		0		1		0		


6		A*		59810		1.41421		1.4143		1		0		1		0		
6		Dijkstra		59719		1.41421		1.4143		1		0		1		0		
6		JPS		203		1.41421		1.4143		1		0		1		0		
6		EDG*		6		1.41421		1.41421		1		0		1		0		


7		A*		62181		3.82843		3.8286		1		0		1		0		
7		Dijkstra		60262		3.82843		3.8286		1		0		1		0		
7		JPS		3449		3.82843		3.8286		1		0		1		0		
7		EDG*		10		3.82843		3.60555		1		0		1		0		


8		A*		61411		1		1		1		0		1		0		
8		Dijkstra		61978		1		1		1		0		1		0		
8		JPS		14593		1		1		1		0		1		0		
8		EDG*		7		1		1		1		0		1		0		


9		A*		59841		2		2		1		0		1		0		
9		Dijkstra		60009		2		2		1		0		1		0		
9		JPS		11901		2		2		1		0		1		0		
9		EDG*		9		2		2		1		0		1		0		


10		A*		60012		1.41421		1.4143		1		0		1		0		
10		Dijkstra		59971		1.41421		1.4143		1		0		1		0		
10		JPS		4333		1.41421		1.4143		1		0		1		0		
10		EDG*		7		1.41421		1.41421		1		0		1		0		


11		A*		60537		5.65685		5.6572		1		0		1		0		
11		Dijkstra		61032		5.65685		5.6572		1		0		1		0		
11		JPS		9129		5.65685		5.6572		1		0		1		0		
11		EDG*		22		5.65685		5.65685		1		0		1		0		


12		A*		60051		5.82843		5.8286		1		0		1		0		
12		Dijkstra		61101		5.82843		5.8286		1		0		1		0		
12		JPS		22850		5.82843		5.8286		1		0		1		0		
12		EDG*		11		5.82843		5.38516		1		0		1		0		


13		A*		60258		7		7		1		0		1		0		
13		Dijkstra		62018		7		7		1		0		1		0		
13		JPS		12497		7		7		1		0		1		0		
13		EDG*		13		7		7		1		0		1		0		


14		A*		60021		7.41421		7.4143		1		0		1		0		
14		Dijkstra		61816		7.41421		7.4143		1		0		1		0		
14		JPS		6335		7.41421		7.4143		1		0		1		0		
14		EDG*		13		7.41421		7.07107		1		0		1		0		


15		A*		59909		6.24264		6.2429		1		0		1		0		
15		Dijkstra		61420		6.24264		6.2429		1		0		1		0		
15		JPS		7590		6.24264		6.2429		1		0		1		0		
15		EDG*		11		6.24264		5.83095		1		0		1		0		


16		A*		60233		7.65685		7.6572		1		0		1		0		
16		Dijkstra		61787		7.65685		7.6572		1		0		1		0		
16		JPS		2812		7.65685		7.6572		1		0		1		0		
16		EDG*		11		7.65685		7.2111		1		0		1		0		


17		A*		59598		7.82843		7.8286		1		0		1		0		
17		Dijkstra		61895		7.82843		7.8286		1		0		1		0		
17		JPS		7290		7.82843		7.8286		1		0		1		0		
17		EDG*		12		7.82843		7.28011		1		0		1		0		


18		A*		61274		6.82843		6.8286		1		0		1		0		
18		Dijkstra		63346		6.82843		6.8286		1		0		1		0		
18		JPS		966		6.82843		6.8286		1		0		1		0		
18		EDG*		12		6.82843		6.32456		1		0		1		0		


19		A*		60199		5.24264		5.2429		1		0		1		0		
19		Dijkstra		60811		5.24264		5.2429		1		0		1		0		
19		JPS		12806		5.24264		5.2429		1		0		1		0		
19		EDG*		10		5.24264		5		1		0		1		0		


20		A*		59829		4.24264		4.2429		1		0		1		0		
20		Dijkstra		62321		4.24264		4.2429		1		0		1		0		
20		JPS		3395		4.24264		4.2429		1		0		1		0		
20		EDG*		10		4.24264		4.24264		1		0		1		0		


21		A*		59878		10.4853		10.4858		1		0		1		0		
21		Dijkstra		63157		10.4853		10.4858		1		0		1		0		
21		JPS		15547		10.4853		10.4858		1		0		1		0		
21		EDG*		13		10.4853		10		1		0		1		0		


22		A*		76839		8.82843		8.8286		1		0		1		0		
22		Dijkstra		62220		8.82843		8.8286		1		0		1		0		
22		JPS		13352		8.82843		8.8286		1		0		1		0		
22		EDG*		12		8.82843		8.24621		1		0		1		0		


23		A*		60138		10.0711		10.0715		1		0		1		0		
23		Dijkstra		63116		10.0711		10.0715		1		0		1		0		
23		JPS		4065		10.0711		10.0715		1		0		1		0		
23		EDG*		13		10.0711		9.43398		1		0		1		0		


24		A*		60116		8		8		1		0		1		0		
24		Dijkstra		61750		8		8		1		0		1		0		
24		JPS		2563		8		8		1		0		1		0		
24		EDG*		13		8		8		1		0		1		0		


25		A*		59967		10.0711		10.0715		1		0		1		0		
25		Dijkstra		64012		10.0711		10.0715		1		0		1		0		
25		JPS		23522		10.0711		10.0715		1		0		1		0		
25		EDG*		13		10.0711		9.43398		1		0		1		0		


26		A*		60230		10.2426		10.2429		1		0		1		0		
26		Dijkstra		64844		10.2426		10.2429		1		0		1		0		
26		JPS		2402		10.2426		10.2429		1		0		1		0		
26		EDG*		13		10.2426		9.48683		1		0		1		0		


27		A*		60052		10.8284		10.8286		1		0		1		0		
27		Dijkstra		63418		10.8284		10.8286		1		0		1		0		
27		JPS		8299		10.8284		10.8286		1		0		1		0		
27		EDG*		14		10.8284		10.198		1		0		1		0		


28		A*		60164		10.6569		10.6572		1		0		1		0		
28		Dijkstra		63453		10.6569		10.6572		1		0		1		0		
28		JPS		24100		10.6569		10.6572		1		0		1		0		
28		EDG*		13		10.6569		9.84886		1		0		1		0		


29		A*		59907		11.4853		11.4858		1		0		1		0		
29		Dijkstra		63823		11.4853		11.4858		1		0		1		0		
29		JPS		1987		11.4853		11.4858		1		0		1		0		
29		EDG*		13		11.4853		10.8167		1		0		1		0		


30		A*		59974		9.48528		9.4858		1		0		1		0		
30		Dijkstra		62711		9.48528		9.4858		1		0		1		0		
30		JPS		1279		9.48528		9.4858		1		0		1		0		
30		EDG*		12		9.48528		9.21954		1		0		1		0		


31		A*		61314		13.4853		13.4858		1		0		1		0		
31		Dijkstra		63747		13.4853		13.4858		1		0		1		0		
31		JPS		835		13.4853		13.4858		1		0		1		0		
31		EDG*		14		13.4853		12.53		1		0		1		0		


32		A*		59899		13.4142		13.4143		1		0		1		0		
32		Dijkstra		65712		13.4142		13.4143		1		0		1		0		
32		JPS		20833		13.4142		13.4143		1		0		1		0		
32		EDG*		15		13.4142		13.0384		1		0		1		0		


33		A*		61635		15.3137		15.3144		1		0		1		0		
33		Dijkstra		69653		15.3137		15.3144		1		0		1		0		
33		JPS		2464		15.3137		15.3144		1		0		1		0		
33		EDG*		15		15.3137		14.4222		1		0		1		0		


34		A*		59941		12.6569		12.6572		1		0		1		0		
34		Dijkstra		65813		12.6569		12.6572		1		0		1		0		
34		JPS		1647		12.6569		12.6572		1		0		1		0		
34		EDG*		14		12.6569		11.7047		1		0		1		0		


35		A*		59952		13.7279		13.7287		1		0		1		0		
35		Dijkstra		67431		13.7279		13.7287		1		0		1		0		
35		JPS		8074		13.7279		13.7287		1		0		1		0		
35		EDG*		14		13.7279		13.4536		1		0		1		0		


36		A*		60417		12.3137		12.3144		1		0		1		0		
36		Dijkstra		64258		12.3137		12.3144		1		0		1		0		
36		JPS		1007		12.3137		12.3144		1		0		1		0		
36		EDG*		13		12.3137		12.0416		1		0		1		0		


37		A*		59863		13.0711		13.0715		1		0		1		0		
37		Dijkstra		65187		13.0711		13.0715		1		0		1		0		
37		JPS		4171		13.0711		13.0715		1		0		1		0		
37		EDG*		14		13.0711		12.083		1		0		1		0		


38		A*		60415		14.8284		14.8286		1		0		1		0		
38		Dijkstra		66648		14.8284		14.8286		1		0		1		0		
38		JPS		6315		14.8284		14.8286		1		0		1		0		
38		EDG*		14		14.8284		14.1421		1		0		1		0		


39		A*		60157		12.3137		12.3144		1		0		1		0		
39		Dijkstra		64634		12.3137		12.3144		1		0		1		0		
39		JPS		33133		12.3137		12.3144		1		0		1		0		
39		EDG*		13		12.3137		12.0416		1		0		1		0		


40		A*		60212		15.2426		15.2429		1		0		1		0		
40		Dijkstra		68133		15.2426		15.2429		1		0		1		0		
40		JPS		9505		15.2426		15.2429		1		0		1		0		
40		EDG*		15		15.2426		14.3178		1		0		1		0		


41		A*		59952		19.4142		19.4143		1		0		1		0		
41		Dijkstra		80904		19.4142		19.4143		1		0		1		0		
41		JPS		9633		19.4142		19.4143		1		0		1		0		
41		EDG*		17		19.4142		19.0263		1		0		1		0		


42		A*		61180		17.2426		17.2429		1		0		1		0		
42		Dijkstra		71174		17.2426		17.2429		1		0		1		0		
42		JPS		6806		17.2426		17.2429		1		0		1		0		
42		EDG*		16		17.2426		16.2788		1		0		1		0		


43		A*		60001		18.7279		18.7287		1		0		1		0		
43		Dijkstra		70869		18.7279		18.7287		1		0		1		0		
43		JPS		10927		18.7279		18.7287		1		0		1		0		
43		EDG*		16		18.7279		17.4929		1		0		1		0		


44		A*		59970		18.6569		18.6572		1		0		1		0		
44		Dijkstra		70501		18.6569		18.6572		1		0		1		0		
44		JPS		10859		18.6569		18.6572		1		0		1		0		
44		EDG*		18		18.6569		17.4642		1		0		1		0		


45		A*		59932		17.8284		17.8286		1		0		1		0		
45		Dijkstra		69093		17.8284		17.8286		1		0		1		0		
45		JPS		10841		17.8284		17.8286		1		0		1		0		
45		EDG*		16		17.8284		17.1172		1		0		1		0		


46		A*		60470		16.4142		16.4143		1		0		1		0		
46		Dijkstra		68027		16.4142		16.4143		1		0		1		0		
46		JPS		13289		16.4142		16.4143		1		0		1		0		
46		EDG*		16		16.4142		16.0312		1		0		1		0		


47		A*		61146		18.2426		18.2429		1		0		1		0		
47		Dijkstra		69873		18.2426		18.2429		1		0		1		0		
47		JPS		4771		18.2426		18.2429		1		0		1		0		
47		EDG*		17		18.2426		17.2627		1		0		1		0		


48		A*		62355		18.3848		18.3859		1		0		1		0		
48		Dijkstra		70329		18.3848		18.3859		1		0		1		0		
48		JPS		6849		18.3848		18.3859		1		0		1		0		
48		EDG*		14		18.3848		18.3848		1		0		1		0		


49		A*		60542		18.8995		18.9001		1		0		1		0		
49		Dijkstra		67011		18.8995		18.9001		1		0		1		0		
49		JPS		887		18.8995		18.9001		1		0		1		0		
49		EDG*		248		18.8995		18.013		1		0		1		0		


50		A*		60138		19.6569		19.6572		1		0		1		0		
50		Dijkstra		71829		19.6569		19.6572		1		0		1		0		
50		JPS		2402		19.6569		19.6572		1		0		1		0		
50		EDG*		18		19.6569		18.4391		1		0		1		0		


51		A*		60184		21.0711		21.0715		1		0		1		0		
51		Dijkstra		73410		21.0711		21.0715		1		0		1		0		
51		JPS		6420		21.0711		21.0715		1		0		1		0		
51		EDG*		17		21.0711		19.6469		1		0		1		0		


52		A*		60440		21.2426		21.2429		1		0		1		0		
52		Dijkstra		73797		21.2426		21.2429		1		0		1		0		
52		JPS		11545		21.2426		21.2429		1		0		1		0		
52		EDG*		18		21.2426		20.2237		1		0		1		0		


53		A*		60232		23.0711		23.0715		1		0		1		0		
53		Dijkstra		76938		23.0711		23.0715		1		0		1		0		
53		JPS		14580		23.0711		23.0715		1		0		1		0		
53		EDG*		17		23.0711		21.587		1		0		1		0		


54		A*		60270		23.8995		23.9001		1		0		1		0		
54		Dijkstra		75147		23.8995		23.9001		1		0		1		0		
54		JPS		1762		23.8995		23.9001		1		0		1		0		
54		EDG*		18		23.8995		22.1359		1		0		1		0		


55		A*		60629		20.0711		20.0715		1		0		1		0		
55		Dijkstra		73101		20.0711		20.0715		1		0		1		0		
55		JPS		11354		20.0711		20.0715		1		0		1		0		
55		EDG*		16		20.0711		18.6815		1		0		1		0		


56		A*		60092		22.7279		22.7287		1		0		1		0		
56		Dijkstra		75906		22.7279		22.7287		1		0		1		0		
56		JPS		20748		22.7279		22.7287		1		0		1		0		
56		EDG*		17		22.7279		21.0238		1		0		1		0		


57		A*		60106		23.5563		23.5573		1		0		1		0		
57		Dijkstra		77118		23.5563		23.5573		1		0		1		0		
57		JPS		5751		23.5563		23.5573		1		0		1		0		
57		EDG*		18		23.5563		21.9545		1		0		1		0		


